"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"3277","evm.TU.chromosome_4.2274_evm.TU.chromosome_4.2279","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3278","evm.TU.chromosome_4.2274_evm.TU.chromosome_4.2279","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3279","evm.TU.chromosome_4.1254.1.5f15e49f","GO:0051879","Hsp90 protein binding",20,2,0.17,0.0129,"Molecular Functions",0.1
"3280","evm.TU.chromosome_4.1254","GO:0051879","Hsp90 protein binding",20,2,0.17,0.0129,"Molecular Functions",0.1
"3281","evm.TU.chromosome_4.668","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3282","evm.TU.chromosome_4.668","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3283","evm.TU.chromosome_4.1045","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3284","evm.TU.chromosome_4.1045","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3285","evm.TU.chromosome_4.1044","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3286","evm.TU.chromosome_4.1044","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3287","evm.TU.chromosome_4.1043","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3288","evm.TU.chromosome_4.1043","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3289","evm.TU.chromosome_4.1042","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3290","evm.TU.chromosome_4.1042","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3291","evm.TU.chromosome_4.274","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3292","evm.TU.chromosome_4.274","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3293","evm.TU.chromosome_4.275","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3294","evm.TU.chromosome_4.275","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3295","evm.TU.chromosome_4.852","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3296","evm.TU.chromosome_4.852","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3297","evm.TU.chromosome_4.245","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3298","evm.TU.chromosome_4.245","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3299","evm.TU.chromosome_4.245","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3300","evm.TU.chromosome_4.2503","GO:0004586","ornithine decarboxylase activity",1,1,0.01,0.0087,"Molecular Functions",1
"3301","evm.TU.chromosome_4.1442","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3302","evm.TU.chromosome_4.15","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3303","evm.TU.chromosome_4.15","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3304","evm.TU.chromosome_4.12","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3305","evm.TU.chromosome_4.12","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3306","evm.TU.chromosome_4.1241","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3307","evm.TU.chromosome_4.1241","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3308","evm.TU.chromosome_4.1241","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3309","evm.TU.chromosome_4.2330","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3310","evm.TU.chromosome_4.2330","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3311","evm.TU.chromosome_4.2330","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3312","evm.TU.chromosome_4.1166","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3313","evm.TU.chromosome_4.1166","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3314","evm.TU.chromosome_4.749","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3315","evm.TU.chromosome_4.749","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3316","evm.TU.chromosome_4.743","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3317","evm.TU.chromosome_4.743","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3318","evm.TU.chromosome_4.2000","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3319","evm.TU.chromosome_4.2000","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3320","evm.TU.chromosome_4.2000","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3321","evm.TU.chromosome_4.1135","GO:0016788","hydrolase activity, acting on ester bonds",1467,12,12.79,0.0271,"Molecular Functions",0.0081799591002045
"3322","evm.TU.chromosome_4.1410","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3323","evm.TU.chromosome_4.953","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3324","evm.TU.chromosome_4.953","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3325","evm.TU.chromosome_4.953","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3326","evm.TU.chromosome_4.959","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3327","evm.TU.chromosome_4.2273","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3328","evm.TU.chromosome_4.2273","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3329","evm.TU.chromosome_4.2277","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3330","evm.TU.chromosome_4.2277","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3331","evm.TU.chromosome_4.1074","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3332","evm.TU.chromosome_4.1074","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3333","evm.TU.chromosome_4.249","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3334","evm.TU.chromosome_4.862","GO:0004573","Glc3Man9GlcNAc2 oligosaccharide glucosidase activit...",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"3335","evm.TU.chromosome_4.862","GO:0004573","Glc3Man9GlcNAc2 oligosaccharide glucosidase activit...",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"3336","evm.TU.chromosome_4.29","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3337","evm.TU.chromosome_4.29","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3338","evm.TU.chromosome_4.25","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3339","evm.TU.chromosome_4.25","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3340","evm.TU.chromosome_4.2040","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3341","evm.TU.chromosome_4.2040","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3342","evm.TU.chromosome_4.2041","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3343","evm.TU.chromosome_4.2041","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3344","evm.TU.chromosome_4.1030","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3345","evm.TU.chromosome_4.1030","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3346","evm.TU.chromosome_4.1036","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3347","evm.TU.chromosome_4.1036","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3348","evm.TU.chromosome_4.503.1.5f15e2e5","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3349","evm.TU.chromosome_4.503.1.5f15e2e5","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3350","evm.TU.chromosome_4.503.1.5f15e2e5","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3351","evm.TU.chromosome_4.503.1.5f15e2e5","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3352","evm.TU.chromosome_4.503","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3353","evm.TU.chromosome_4.503","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3354","evm.TU.chromosome_4.503","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3355","evm.TU.chromosome_4.503","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3356","evm.TU.chromosome_4.503.1.5f15e2e5.1.5f168867","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3357","evm.TU.chromosome_4.503.1.5f15e2e5.1.5f168867","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3358","evm.TU.chromosome_4.503.1.5f15e2e5.1.5f168867","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3359","evm.TU.chromosome_4.503.1.5f15e2e5.1.5f168867","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3360","evm.TU.chromosome_4.504","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3361","evm.TU.chromosome_4.504","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3362","evm.TU.chromosome_4.504","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3363","evm.TU.chromosome_4.504","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3364","evm.TU.chromosome_4.1817","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3365","evm.TU.chromosome_4.1817","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3366","evm.TU.chromosome_4.1815","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3367","evm.TU.chromosome_4.1815","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3368","evm.TU.chromosome_4.1818","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3369","evm.TU.chromosome_4.1818","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3370","evm.TU.chromosome_4.1475","GO:0016788","hydrolase activity, acting on ester bonds",1467,12,12.79,0.0271,"Molecular Functions",0.0081799591002045
"3371","evm.TU.chromosome_4.1477","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3372","evm.TU.chromosome_4.2362","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3373","evm.TU.chromosome_4.1601","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3374","evm.TU.chromosome_4.1601","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3375","evm.TU.chromosome_4.2289","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3376","evm.TU.chromosome_4.2289","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3377","evm.TU.chromosome_4.2282","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3378","evm.TU.chromosome_4.2282","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3379","evm.TU.chromosome_4.2283","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3380","evm.TU.chromosome_4.2283","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3381","evm.TU.chromosome_4.2280","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3382","evm.TU.chromosome_4.2280","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3383","evm.TU.chromosome_4.2281","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3384","evm.TU.chromosome_4.2281","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3385","evm.TU.chromosome_4.2287","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3386","evm.TU.chromosome_4.2287","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3387","evm.TU.chromosome_4.2287","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3388","evm.TU.chromosome_4.2284","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3389","evm.TU.chromosome_4.2284","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3390","evm.TU.chromosome_4.215","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3391","evm.TU.chromosome_4.215","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3392","evm.TU.chromosome_4.215","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3393","evm.TU.chromosome_4.215","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3394","evm.TU.chromosome_4.212","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3395","evm.TU.chromosome_4.212","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3396","evm.TU.chromosome_4.212","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3397","evm.TU.chromosome_4.2195","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3398","evm.TU.chromosome_4.2195","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3399","evm.TU.chromosome_4.2205","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3400","evm.TU.chromosome_4.435","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3401","evm.TU.chromosome_4.2508_evm.TU.chromosome_4.2509","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3402","evm.TU.chromosome_4.2508_evm.TU.chromosome_4.2509","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3403","evm.TU.chromosome_4.2013","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3404","evm.TU.chromosome_4.2013","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"3405","evm.TU.chromosome_4.2013","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3406","evm.TU.chromosome_4.603","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3407","evm.TU.chromosome_4.839","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3408","evm.TU.chromosome_4.839","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3409","evm.TU.chromosome_4.839","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3410","evm.TU.chromosome_4.839","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"3411","evm.TU.chromosome_4.293","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3412","evm.TU.chromosome_4.293","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3413","evm.TU.chromosome_4.1345","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3414","evm.TU.chromosome_4.1345","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3415","evm.TU.chromosome_4.72","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3416","evm.TU.chromosome_4.72","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3417","evm.TU.chromosome_4.2357","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3418","evm.TU.chromosome_4.2357","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"3419","evm.TU.chromosome_4.2357","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3420","evm.TU.chromosome_4.2119","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3421","evm.TU.chromosome_4.727","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3422","evm.TU.chromosome_4.727","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
"3423","evm.TU.chromosome_4.1037","GO:0005524","ATP binding",2243,31,19.55,0.0061,"Molecular Functions",0.0138207757467677
