Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_14:19522354-19522911	Cluster_5568	N	26	371	26	2	14	130	232	17	175	191	36	227	14	26	38	115	15	11	136
chromosome_14:19522956-19523612	Cluster_5569	N	121	680	107	6	12	459	585	86	789	439	133	715	44	91	116	389	56	21	100
chromosome_14:19531248-19531677	Cluster_5570	N	19	380	39	0	24	74	112	43	71	95	9	65	33	9	11	125	63	12	35
chromosome_14:19531732-19532196	Cluster_5571	N	31	356	28	1	26	700	116	56	46	177	18	200	82	13	12	63	40	14	31
chromosome_14:19532486-19532915	Cluster_5572	N	16	157	16	0	33	20	556	30	36	36	6	33	34	5	3	33	21	9	7
chromosome_14:19534402-19534847	Cluster_5573	N	84	1174	41	0	39	186	145	65	154	168	21	154	199	24	35	71	59	13	68
chromosome_14:19535228-19535654	Cluster_5574	N	10	499	23	1	9	29	106	50	36	32	2	22	74	7	11	50	11	2	23
chromosome_14:19535717-19536661	Cluster_5575	N	28	596	69	4	45	83	195	143	3323	94	13	73	75	22	8	5687	493	17	64
chromosome_14:19537900-19538326	Cluster_5576	N	34	354	11	0	23	120	83	32	115	102	0	102	44	16	24	40	97	1	155
chromosome_14:19540080-19541066	Cluster_5577	N	6	345	5	0	17	219	882	25	714	188	4	32	342	31	62	23	97	19	9
chromosome_14:19544081-19544524	Cluster_5578	N	66	444	61	1	51	136	324	494	1152	353	19	48	663	136	9	861	107	38	122
chromosome_14:19546012-19546441	Cluster_5579	N	11	355	16	0	29	211	224	132	134	93	15	51	88	185	16	125	41	8	28
chromosome_14:19547718-19549204	Cluster_5580	N	48	912	73	9	94	747	447	188	190	217	44	87	192	44	14	236	86	36	110
chromosome_14:19551114-19552039	Cluster_5581	N	5	1301	25	0	40	223	710	99	45	68	14	26	37	13	2	84	13	6	49
chromosome_14:19552135-19552969	Cluster_5582	N	74	2234	85	6	148	312	673	290	553	353	95	234	219	33	22	194	102	54	75
chromosome_14:19553109-19553689	Cluster_5583	N	58	817	60	9	108	184	294	104	196	203	30	46	197	21	14	265	61	35	65
chromosome_14:19553788-19555239	Cluster_5584	N	338	3020	1638	29	1578	3358	1449	1582	569	788	419	3958	3204	779	128	802	1598	235	1801
chromosome_14:19555618-19556723	Cluster_5585	N	2	853	516	16	907	3269	384	1067	123	19	74	1072	1453	473	12	349	330	196	509
chromosome_14:19559043-19559720	Cluster_5586	N	57	954	50	0	48	202	120	100	126	125	4	311	133	28	11	169	64	13	49
chromosome_14:19561540-19561969	Cluster_5587	N	17	398	16	0	29	68	93	18	49	87	1	51	4	7	6	96	25	0	34
chromosome_14:19562546-19563554	Cluster_5588	N	39	6461	367	8	398	757	709	214	564	188	108	708	1092	85	58	1087	187	173	334
chromosome_14:19563714-19564141	Cluster_5589	N	0	76	0	0	21	2	1	108	0	0	0	0	0	0	0	475	0	0	1
chromosome_14:19565202-19565615	Cluster_5590	N	0	56	0	0	30	194	8	5	156	3	3	1	9	32	0	128	116	0	0
chromosome_14:19570153-19570869	Cluster_5591	N	1	1575	1	4	352	5	277	6	2	4	25	7	20	41	0	121	106	76	347
chromosome_14:19572392-19572795	Cluster_5592	N	0	0	0	0	46	209	0	0	134	1	26	0	106	40	7	213	110	0	0
chromosome_14:19572857-19573434	Cluster_5593	N	110	823	162	1	155	2020	749	634	414	273	18	34	19	19	25	367	38	15	58
chromosome_14:19579980-19580512	Cluster_5594	N	9	152	45	0	33	113	104	147	32	52	1	217	32	13	0	111	18	3	45
chromosome_14:19583154-19583665	Cluster_5595	N	66	870	32	2	78	148	125	61	115	142	23	164	114	66	17	192	104	47	119
chromosome_14:19590487-19590915	Cluster_5596	N	3	209	0	0	17	45	30	9	106	5	0	3	0	2	0	143	13	2	2
chromosome_14:19601531-19601986	Cluster_5597	N	2	508	4	1	4	16	9	5	11	174	3	68	15	7	0	2	7	3	0
chromosome_14:19604306-19604751	Cluster_5598	N	67	1075	44	2	65	253	289	155	223	246	47	217	320	2	23	1	8	19	111
chromosome_14:19624559-19625203	Cluster_5599	N	38	396	16	1	75	290	130	165	96	81	2	138	109	45	4	235	48	22	95
chromosome_14:19647682-19648110	Cluster_5600	N	0	427	4	0	3	65	25	68	20	6	1	13	1	26	5	0	7	0	29
chromosome_14:19660394-19660822	Cluster_5601	N	0	217	31	0	3	202	65	240	27	0	1	0	4	5	0	0	11	0	5
chromosome_14:19668359-19669038	Cluster_5602	N	4	322	21	0	46	105	76	121	102	39	21	43	52	28	1	75	58	9	50
chromosome_14:19670429-19670855	Cluster_5603	N	21	853	33	2	21	105	86	13	142	23	0	0	14	33	1	32	24	2	0
chromosome_14:19671145-19672399	Cluster_5604	N	65	2997	136	5	63	263	239	66	1053	43	1	0	38	105	1	197	86	17	2
chromosome_14:19672423-19673173	Cluster_5605	N	34	2009	55	1	23	100	225	12	435	20	0	6	10	46	0	39	21	7	1
chromosome_14:19673504-19674339	Cluster_5606	N	83	6502	305	0	113	214	481	41	1606	51	2	1	27	187	0	252	83	7	2
chromosome_14:19674960-19675626	Cluster_5607	N	126	3798	215	3	105	105	68	37	1390	27	3	3	12	294	0	106	58	10	0
chromosome_14:19675701-19676308	Cluster_5608	N	370	4026	143	0	92	91	52	14	1053	17	1	3	14	262	0	113	116	5	3
chromosome_14:19678246-19678681	Cluster_5609	N	3	85	84	0	301	0	0	0	0	60	0	0	0	1	0	877	0	0	0
chromosome_14:19698570-19698995	Cluster_5610	N	2	18	9	0	6	0	49	23	0	244	0	64	93	0	2	15	1	3	0
chromosome_14:19715123-19715627	Cluster_5611	N	1	964	1	0	3	68	8	1	243	0	0	459	19	6	8	0	55	3	56
chromosome_14:19715955-19716632	Cluster_5612	N	4	114	0	0	99	171	3	7	24	1	0	633	19	35	1	0	208	7	24
chromosome_14:19744855-19746483	Cluster_5613	N	224	4394	24	9	246	22	830	411	1166	1728	114	735	336	160	24	111	311	124	379
chromosome_14:19747347-19748780	Cluster_5614	N	24	4077	4	2	57	6	844	126	461	422	38	128	86	20	4	55	49	46	60
chromosome_14:19749126-19750169	Cluster_5615	N	98	1916	6	8	39	2	570	287	320	387	49	293	69	37	56	301	740	20	61
chromosome_14:19762127-19762554	Cluster_5616	N	22	512	8	0	10	91	29	37	28	84	0	77	64	0	9	25	0	6	3
chromosome_14:19769159-19769582	Cluster_5617	N	4	345	26	0	25	225	157	96	95	41	0	70	48	10	3	24	15	2	15
chromosome_14:19773212-19773640	Cluster_5618	N	1	368	17	0	28	193	107	158	38	11	0	16	11	4	0	87	15	2	9
chromosome_14:19773715-19774144	Cluster_5619	N	3	383	13	0	11	366	102	175	60	22	0	30	12	16	8	24	21	0	11
chromosome_14:19784493-19784972	Cluster_5620	N	32	730	36	2	45	341	259	269	196	116	10	97	54	23	7	71	66	2	45
chromosome_14:19785389-19785816	Cluster_5621	N	1	309	21	0	7	55	143	66	20	337	1	20	65	10	2	13	22	5	13
chromosome_14:19785854-19786271	Cluster_5622	N	9	362	23	0	22	60	151	21	41	61	4	19	26	24	2	48	20	8	13
chromosome_14:19786281-19787065	Cluster_5623	N	41	933	39	0	48	108	453	122	78	119	10	109	99	36	22	113	68	6	65
chromosome_14:19787254-19787681	Cluster_5624	N	2	293	22	2	31	28	110	108	26	59	0	32	31	10	2	15	18	2	22
chromosome_14:19787965-19789413	Cluster_5625	N	26	1225	78	3	139	441	489	472	165	274	12	126	159	64	23	158	120	6	136
chromosome_14:19791182-19791608	Cluster_5626	N	3	209	15	0	4	181	107	16	39	7	3	4	35	5	1	7	2	5	0
chromosome_14:19791822-19792249	Cluster_5627	N	37	215	6	2	13	165	110	59	131	7	2	29	46	12	4	42	11	3	0
chromosome_14:19793312-19793737	Cluster_5628	N	11	180	5	0	11	127	64	41	18	28	5	19	8	2	0	5	12	1	6
chromosome_14:19794048-19794803	Cluster_5629	N	39	1035	37	2	37	519	336	82	113	208	16	220	72	15	11	34	13	5	50
chromosome_14:19802909-19803330	Cluster_5630	N	10	193	6	1	6	120	78	41	19	23	3	17	15	6	1	6	6	2	5
chromosome_14:19804503-19805002	Cluster_5631	N	13	273	28	1	13	78	107	504	20	42	0	13	170	18	13	75	17	1	28
chromosome_14:19805481-19806403	Cluster_5632	N	10	1016	34	5	37	417	382	287	217	100	1	41	206	111	18	135	34	3	18
chromosome_14:19812551-19812977	Cluster_5633	N	25	311	21	1	0	462	162	46	56	41	2	0	1	12	1	0	18	1	17
chromosome_14:19814148-19814684	Cluster_5634	N	18	852	24	0	0	326	388	61	55	42	4	0	0	18	6	0	19	0	12
chromosome_14:19817878-19818296	Cluster_5635	N	8	147	33	247	0	47	64	33	29	975	62	0	0	49	78	13	9	1	15
chromosome_14:19819694-19820120	Cluster_5636	N	4	396	16	0	1	116	175	23	10	27	1	0	13	0	2	3	13	0	26
chromosome_14:19822744-19823160	Cluster_5637	N	13	107	7	1	18	101	461	40	14	26	6	13	38	4	9	4	19	15	15
chromosome_14:19823231-19823930	Cluster_5638	N	84	2374	207	10	242	404	6744	1387	505	416	21	218	2140	23	49	57	36	60	117
chromosome_14:19824594-19825350	Cluster_5639	N	182	478	67	4	152	246	1158	104	156	369	80	212	289	51	83	20	111	80	79
chromosome_14:19826613-19827029	Cluster_5640	N	11	74	3	0	7	90	412	30	9	28	5	17	15	2	1	7	11	15	13
chromosome_14:19827087-19827799	Cluster_5641	N	63	2732	167	3	132	115	2306	258	358	292	24	195	941	26	23	117	56	48	121
chromosome_14:19828457-19829213	Cluster_5642	N	168	451	50	8	107	260	1137	109	147	366	86	177	275	58	63	16	103	90	87
chromosome_14:19830477-19830893	Cluster_5643	N	14	93	2	0	10	93	436	32	23	27	5	18	15	1	3	4	18	15	19
chromosome_14:19830951-19831570	Cluster_5644	N	37	939	136	5	135	137	2280	252	250	227	11	159	818	20	11	140	49	38	79
chromosome_14:19832325-19833081	Cluster_5645	N	168	395	60	10	98	242	1079	106	158	368	76	209	259	63	86	13	119	83	93
chromosome_14:19834341-19834763	Cluster_5646	N	8	81	4	1	13	80	437	38	15	24	9	10	28	4	6	3	6	13	11
chromosome_14:19834821-19835533	Cluster_5647	N	57	2778	173	2	164	123	2405	259	371	279	18	227	968	24	21	172	61	44	101
chromosome_14:19836267-19836902	Cluster_5648	N	154	250	40	2	71	145	857	75	228	696	71	116	198	41	54	8	99	45	43
chromosome_14:19838029-19838444	Cluster_5649	N	7	107	9	0	4	75	139	163	4	58	2	12	45	13	1	0	22	4	3
chromosome_14:19839261-19840062	Cluster_5650	N	111	2034	88	3	74	466	2665	254	273	421	80	115	352	248	42	2	199	19	201
chromosome_14:19840497-19840917	Cluster_5651	N	10	167	32	1	9	227	155	188	48	31	2	16	26	9	5	0	32	2	26
chromosome_14:19842926-19843355	Cluster_5652	N	3	528	0	0	2	17	16	4	6	8	0	12	2	3	0	7	2	2	0
chromosome_14:19844216-19844641	Cluster_5653	N	56	200	83	5	34	94	361	66	72	140	16	53	79	42	11	27	85	5	188
chromosome_14:19847897-19848534	Cluster_5654	N	18	372	17	4	44	97	317	67	31	2052	8	108	58	19	4	14	40	114	41
chromosome_14:19850952-19851528	Cluster_5655	N	23	278	22	0	16	69	152	26	43	57	3	54	23	10	2	963	32	2	26
chromosome_14:19851682-19852124	Cluster_5656	N	30	597	24	0	20	109	230	18	125	9	7	138	59	10	20	63	14	9	1
chromosome_14:19857323-19858398	Cluster_5657	N	125	1511	99	19	155	338	1131	149	378	33	40	904	303	52	39	271	97	85	10
chromosome_14:19858796-19859302	Cluster_5658	N	21	2360	244	2	87	348	658	632	200	417	28	187	212	236	35	87	281	23	501
chromosome_14:19860426-19861524	Cluster_5659	N	217	3599	412	1	310	1018	1530	514	765	1107	65	887	489	219	91	235	441	178	338
chromosome_14:19861736-19862533	Cluster_5660	N	25	665	37	1	49	215	312	124	44	181	29	82	35	152	6	45	148	11	57
chromosome_14:19862908-19863338	Cluster_5661	N	33	90	8	0	2	38	48	19	20	41	12	68	4560	3	1407	5	10	1	24
chromosome_14:19863699-19864127	Cluster_5662	N	43	420	22	0	12	36	381	41	24	83	6	35	39	18	10	55	47	13	81
chromosome_14:19882826-19883249	Cluster_5663	N	0	82	31	2	29	31	28	72	6	41	10	63	2	28	1	100	36	6	105
chromosome_14:19885438-19886282	Cluster_5664	N	11	403	74	4	18	199	271	503	211	74	12	85	68	32	21	81	127	1	172
chromosome_14:19886688-19887115	Cluster_5665	N	0	6	1	0	0	1	4	110	3	355	1	1	1	2	0	0	6	0	0
chromosome_14:19889502-19889926	Cluster_5666	N	0	0	21	0	7	3	0	351	0	145	0	1	0	27	0	363	24	0	127
chromosome_14:19890240-19890978	Cluster_5667	N	11	661	29	0	30	2	286	219	87	207	1	101	0	73	30	358	135	0	120
chromosome_14:19891045-19891475	Cluster_5668	N	4	46	24	1	8	0	48	206	1	359	1	4	0	41	0	153	153	4	91
chromosome_14:19892198-19892821	Cluster_5669	N	32	286	15	1	140	0	22	126	25	174	17	69	0	856	45	751	66	6	100
chromosome_14:19895214-19896907	Cluster_5670	N	73	3727	217	7	317	872	584	732	3236	1008	214	3177	4281	415	58	363	1055	87	1912
chromosome_14:19896942-19897368	Cluster_5671	N	15	446	19	3	60	87	221	37	92	68	8	165	108	44	17	63	86	25	46
chromosome_14:19897761-19898182	Cluster_5672	N	2	242	14	0	33	51	142	35	50	81	4	159	66	31	10	0	79	16	47
chromosome_14:19898313-19899201	Cluster_5673	N	54	479	65	1	33	92	266	143	145	148	15	363	244	76	17	2	171	24	389
chromosome_14:19900046-19900455	Cluster_5674	N	16	495	12	0	38	46	34	16	31	43	5	95	13	13	6	30	33	5	32
chromosome_14:19901741-19902168	Cluster_5675	N	7	387	5	0	15	39	42	157	12	46	0	184	15	12	1	83	4	3	7
chromosome_14:19902893-19903582	Cluster_5676	N	24	5009	80	0	270	123	282	239	65	326	5	191	518	23	9	95	115	20	94
chromosome_14:19904468-19904889	Cluster_5677	N	22	292	26	1	51	61	170	83	34	110	9	184	82	24	1	66	42	6	63
chromosome_14:19905016-19905442	Cluster_5678	N	5	218	15	0	22	124	169	17	116	29	3	158	95	13	6	55	34	2	0
chromosome_14:19907687-19908113	Cluster_5679	N	5	473	26	1	103	117	219	38	63	18	7	69	31	13	2	70	35	8	11
chromosome_14:19910873-19911296	Cluster_5680	N	0	543	0	0	70	0	1	48	0	7	6	93	29	0	5	1	0	1	2
chromosome_14:19912093-19912826	Cluster_5681	N	41	794	49	3	61	137	349	93	68	66	28	161	18	16	25	3096	728	8	29
chromosome_14:19914676-19915145	Cluster_5682	N	2	16	1	0	49	37	238	7	559	1	1	0	2	14	18	96	170	72	2
chromosome_14:19915593-19916108	Cluster_5683	N	2	64	2	0	27	14	348	0	456	5	0	14	14	3	78	7	52	94	5
chromosome_14:19919002-19919430	Cluster_5684	N	3	295	19	0	30	42	146	27	17	40	2	35	40	6	2	61	116	3	29
chromosome_14:19920550-19920971	Cluster_5685	N	1	50	53	0	12	5	96	180	16	32	0	9	15	0	1	13	7	1	7
chromosome_14:19921941-19922536	Cluster_5686	N	3	297	27	0	31	301	241	33	61	36	3	90	44	22	2	89	24	5	39
chromosome_14:19923262-19923727	Cluster_5687	N	40	517	9	1	9	90	165	51	60	310	6	53	43	14	13	57	116	6	28
chromosome_14:19926920-19927369	Cluster_5688	N	5	1898	43	0	27	116	215	52	206	81	3	85	53	140	15	61	19	23	159
chromosome_14:19928761-19929210	Cluster_5689	N	12	550	16	1	44	160	174	58	54	58	31	126	52	27	7	76	49	1	33
chromosome_14:19930237-19930666	Cluster_5690	N	5	366	20	0	10	118	151	313	61	46	13	77	51	7	5	27	8	5	20
chromosome_14:19930743-19931852	Cluster_5691	N	66	1016	53	3	43	249	292	38	119	393	82	119	29	566	1	44	441	5	385
chromosome_14:19932212-19932622	Cluster_5692	N	0	397	21	0	14	204	87	16	51	12	3	41	0	13	3	16	17	0	5
chromosome_14:19933219-19933637	Cluster_5693	N	3	520	34	0	9	226	215	6	80	3	0	24	1	2	0	34	1	1	1
chromosome_14:19936812-19937240	Cluster_5694	N	0	34	0	0	6	9	3	1	5	0	2	10	1	3	0	557	2	2	0
chromosome_14:19937958-19938372	Cluster_5695	N	0	227	9	0	278	55	16	5	30	0	5	51	3	5	4	36	13	1	2
chromosome_14:19938979-19939384	Cluster_5696	N	2	512	7	0	1	51	59	0	180	0	2	78	1	21	2	25	6	17	0
chromosome_14:19939453-19940122	Cluster_5697	N	618	29989	1818	22	1758	7236	3811	1293	3716	415	431	83	317	1140	277	3538	1432	559	361
chromosome_14:19954456-19954871	Cluster_5698	N	2	52	2	0	26	47	9	12	30	2	1	423	144	1	3	9	0	5	12
chromosome_14:19964240-19964652	Cluster_5699	N	6	0	8	3	41	36	19	65	52	60	13	122	130	26	1	98	54	7	103
chromosome_14:19975765-19976401	Cluster_5700	N	24	708	22	13	60	34	804	49	220	123	74	83	28	29	31	46	47	147	107
chromosome_14:19985332-19985765	Cluster_5701	N	58	1481	1	2	132	268	225	113	26	36	1	12	261	79	0	38	21	0	66
chromosome_14:19990895-19991516	Cluster_5702	N	125	842	9	0	7	359	155	45	8	190	3	60	12	264	51	4	14	2	3
chromosome_14:20006058-20006485	Cluster_5703	N	2	314	1	1	6	17	17	6	0	15	0	354	0	19	2	0	2	0	1
chromosome_14:20011088-20011587	Cluster_5704	N	0	521	118	0	5	12	140	72	9	39	3	1	0	1	0	256	66	59	107
chromosome_14:20022923-20023350	Cluster_5705	N	2	101	16	1	4	47	288	51	12	85	1	39	21	1	2	0	4	0	24
chromosome_14:20023555-20023981	Cluster_5706	N	2	5	173	0	1	114	529	526	15	383	8	0	2	15	1	0	5	44	997
chromosome_14:20033100-20033529	Cluster_5707	N	14	216	25	0	9	196	58	103	28	81	9	25	27	4	4	33	14	0	6
chromosome_14:20035751-20036173	Cluster_5708	N	2	365	0	0	0	292	1	2	16	1	0	0	0	2	0	0	8	0	0
chromosome_14:20040261-20040689	Cluster_5709	N	36	165	5	3	13	52	249	27	78	331	4	50	25	19	6	43	67	21	28
chromosome_14:20041809-20042212	Cluster_5710	N	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	266	0	0
chromosome_14:20044814-20045496	Cluster_5711	N	25	1355	7	5	26	457	29	152	303	33	6	22	34	52	4	35	21	1	14
chromosome_14:20052010-20052429	Cluster_5712	N	3	536	5	3	5	13	106	58	40	74	7	35	26	14	3	16	47	7	38
chromosome_14:20052655-20053084	Cluster_5713	N	3	337	16	0	0	1	13	3	0	14	1	20	9	4	1	5	2	0	6
chromosome_14:20055647-20056085	Cluster_5714	N	17	442	16	3	2	1	73	126	1	54	1	10	13	2	16	2	31	0	218
chromosome_14:20057078-20058492	Cluster_5715	N	846	2076	1089	72	27	806	4801	134	514	3819	33	235	1216	635	434	4	195	431	55
chromosome_14:20060050-20060461	Cluster_5716	N	3	234	26	0	23	183	96	8	99	56	14	48	43	17	0	16	29	1	10
chromosome_14:20060485-20060914	Cluster_5717	N	63	722	40	6	24	431	100	49	143	105	10	70	166	53	15	32	92	17	5
chromosome_14:20067712-20068379	Cluster_5718	N	27	12153	34	3	16	92	2354	66	36	75	10	41	46	28	11	1907	43	13	2145
chromosome_14:20079722-20080151	Cluster_5719	N	131	224	43	4	39	165	821	1	48	200	0	210	87	11	9	264	21	3	132
chromosome_14:20083255-20083673	Cluster_5720	N	19	26	46	5	41	121	118	54	60	139	7	20	16	17	2	103	28	19	12
chromosome_14:20084021-20084449	Cluster_5721	N	36	9	900	134	969	164	1542	3664	38	9102	16	38	22	675	50	52	94	668	2128
chromosome_14:20085461-20086167	Cluster_5722	N	164	5	76	11	66	11	688	478	7	527	52	361	190	44	31	458	147	28	180
chromosome_14:20086735-20087164	Cluster_5723	N	11	55	19	0	25	3	391	74	0	72	13	133	14	8	0	16	33	6	36
chromosome_14:20087275-20088191	Cluster_5724	N	81	25615	53	17	3640	21	627	200	12	217	497	421	2314	30	7	1791	1362	18	118
chromosome_14:20088498-20089123	Cluster_5725	N	83	37	58	0	46	4	397	300	3	381	62	319	130	39	3	77	103	0	150
chromosome_14:20089212-20089646	Cluster_5726	N	58	430	37	1	102	65	274	206	14	374	42	150	63	32	1	33	124	8	152
chromosome_14:20090233-20090652	Cluster_5727	N	27	25	23	0	44	83	8	76	29	264	0	5	0	15	0	0	72	26	93
chromosome_14:20091018-20092406	Cluster_5728	N	1041	4997	145	28	1040	188	680	369	73	5243	91	434	4454	442	16	1203	1494	45	2509
chromosome_14:20093178-20093736	Cluster_5729	N	73	394	71	4	44	182	227	81	94	201	11	250	72	35	0	110	78	7	105
chromosome_14:20094072-20094475	Cluster_5730	N	1	285	23	3	24	86	201	28	83	1	15	203	84	20	14	59	29	3	0
chromosome_14:20096461-20096873	Cluster_5731	N	8	1	28	0	17	41	243	56	12	110	13	176	48	7	1	48	18	0	73
chromosome_14:20098719-20099155	Cluster_5732	N	22	797	32	2	3	189	335	69	76	3	13	190	95	14	17	13	25	6	0
chromosome_14:20099601-20100030	Cluster_5733	N	14	406	29	0	39	1043	164	36	73	0	0	75	37	7	7	8	12	26	1
chromosome_14:20100446-20100859	Cluster_5734	N	3	323	22	0	23	144	58	21	72	0	12	59	45	4	11	50	14	5	0
chromosome_14:20107413-20109583	Cluster_5735	N	757	72269	553	29	1007	3117	5081	1054	11041	3722	201	12319	1382	456	2744	1871	3044	229	12985
chromosome_14:20109726-20110212	Cluster_5736	N	210	572	4	3	3	579	386	2	288	288	81	9	4	67	3	2	258	19	0
chromosome_14:20111368-20111796	Cluster_5737	N	32	308	39	1	3	226	145	48	150	88	10	65	23	10	1	0	43	1	45
chromosome_14:20111928-20112498	Cluster_5738	N	54	610	70	2	13	497	295	84	198	264	21	185	112	33	12	44	145	13	64
chromosome_14:20112606-20113430	Cluster_5739	N	48	14764	120	15	120	267	301	157	143	6953	37	238	196	70	15	169	156	26	118
chromosome_14:20113811-20114713	Cluster_5740	N	38	361	89	1	33	158	157	111	627	145	14	112	128	3323	9	118	71	17	103
chromosome_14:20122271-20122903	Cluster_5741	N	89	800	134	6	88	638	126	490	310	428	64	289	199	117	18	98	225	18	403
chromosome_14:20122986-20123486	Cluster_5742	N	70	125	129	3	42	143	96	229	80	515	40	352	284	93	13	60	262	7	299
chromosome_14:20123902-20124411	Cluster_5743	N	38	99	78	6	55	54	99	141	16	209	14	167	120	59	25	0	110	15	157
chromosome_14:20125007-20125538	Cluster_5744	N	247	1506	100	4	46	249	799	199	156	206	18	143	132	33	14	46	76	10	63
chromosome_14:20128499-20128927	Cluster_5745	N	6	42	0	2	33	406	294	0	0	3	0	1	41	5	7	0	76	6	13
chromosome_14:20129422-20129849	Cluster_5746	N	0	133	3	0	19	88	118	46	4	1	0	0	154	40	0	0	225	0	1
chromosome_14:20158587-20159016	Cluster_5747	N	0	0	0	45	0	0	0	70	176	110	0	0	0	0	133	294	132	87	60
chromosome_14:20162011-20162440	Cluster_5748	N	0	1597	22	9	57	61	391	37	17	33	16	252	38	2	0	23	10	75	4
chromosome_14:20189262-20189682	Cluster_5749	N	6	153	135	59	5	0	133	20	0	51	1	0	16	5	6	18	27	190	0
chromosome_14:20205156-20205577	Cluster_5750	N	9	18	7	110	73	8	8	20	5	12	4	2	69	4	41	17	26	17	247
chromosome_14:20215273-20215700	Cluster_5751	N	7	317	53	0	7	48	6	3	4	11	0	8	2	7	7	15	8	1	0
chromosome_14:20237496-20237927	Cluster_5752	N	14	423	18	0	10	141	59	55	69	52	8	30	80	15	13	19	20	1	148
chromosome_14:20248812-20249235	Cluster_5753	N	0	82	4	14	2	98	37	42	4	3	1	9	12	16	0	0	117	1	39
chromosome_14:20263447-20264011	Cluster_5754	N	96	695	75	2	510	209	1897	21	5790	76	10	140	52	8	763	112	55	1351	26
chromosome_14:20265623-20266052	Cluster_5755	N	19	540	27	0	14	139	356	24	19	75	15	51	58	18	9	16	20	5	72
chromosome_14:20267310-20269070	Cluster_5756	N	174	2059	234	2	101	553	675	92	520	532	46	412	641	181	28	223	329	50	372
chromosome_14:20269844-20270268	Cluster_5757	N	64	98	108	0	15	53	215	18	11	28	2	14	508	6	1	52	13	6	35
chromosome_14:20274092-20274896	Cluster_5758	N	37	359	37	0	70	121	95	60	57	97	16	76	181	26	13	80	72	7	90
chromosome_14:20274942-20276399	Cluster_5759	N	51	7688	768	10	1286	96	428	65	32	2227	50	1534	5553	1786	224	4470	2017	22	84
chromosome_14:20276410-20277446	Cluster_5760	N	105	324	99	4	96	6	349	117	7	305	34	699	1090	49	24	230	129	35	100
chromosome_14:20277723-20278386	Cluster_5761	N	59	266	102	2	72	3	398	134	1	282	39	422	262	36	22	160	163	24	98
chromosome_14:20279861-20280557	Cluster_5762	N	99	1494	63	1	89	131	927	225	34	175	46	581	352	28	56	63	99	26	113
chromosome_14:20281494-20281994	Cluster_5763	N	83	788	319	1	37	599	351	165	252	99	16	328	234	46	12	84	114	18	51
chromosome_14:20282097-20282525	Cluster_5764	N	17	371	166	1	64	205	109	87	43	54	9	122	27	15	2	40	37	17	64
chromosome_14:20283988-20284502	Cluster_5765	N	23	539	60	0	53	247	340	79	41	32	6	209	93	12	3	77	31	9	30
chromosome_14:20284941-20285368	Cluster_5766	N	4	281	48	0	37	54	30	8	7	55	0	102	26	25	6	46	51	3	6
chromosome_14:20290107-20290537	Cluster_5767	N	3	256	6	1	0	18	0	107	33	399	1	0	2	46	2	38	35	0	80
chromosome_14:20292369-20292797	Cluster_5768	N	6	95	11	0	4	40	264	5	21	45	2	18	20	11	3	1	2	0	4
chromosome_14:20292955-20293516	Cluster_5769	N	22	706	68	1	77	272	86	147	165	264	33	309	54	78	5	107	409	5	79
chromosome_14:20295289-20295709	Cluster_5770	N	0	265	1	0	0	202	0	4	3	4	2	2	0	3	0	0	3	0	1
chromosome_14:20298407-20298836	Cluster_5771	N	6	1646	12	0	196	113	44	6	161	2	66	22	31	0	11	6	0	24	12
chromosome_14:20299494-20299922	Cluster_5772	N	4	1013	6	1	39	54	85	5	66	7	11	30	6	0	12	7	3	6	4
chromosome_14:20307945-20308367	Cluster_5773	N	4	223	11	1	6	38	168	24	3	123	2	75	13	19	0	7	19	1	21
chromosome_14:20315410-20316267	Cluster_5774	N	2	315	22	0	23	82	65	85	45	24	2	20	3104	15	17	4	20	7	53
chromosome_14:20317695-20318800	Cluster_5775	N	5	1427	71	6	494	343	240	198	98	142	23	57	45	38	20	2	65	37	145
chromosome_14:20319037-20320075	Cluster_5776	N	4	1283	64	2	346	288	402	100	75	129	65	148	90	30	24	2	42	38	273
chromosome_14:20321385-20321905	Cluster_5777	N	166	1214	439	3	165	3331	1767	515	151	1560	219	1520	1167	17	12	416	815	0	365
chromosome_14:20322605-20323074	Cluster_5778	N	9	247	56	0	58	201	62	18	85	7	13	9	311	23	2	82	1	11	16
chromosome_14:20332901-20333329	Cluster_5779	N	5	30	0	5	209	23	27	0	4	4	60	278	533	1	1	399	0	39	0
chromosome_14:20333370-20333796	Cluster_5780	N	39	15	6	3	120	3	69	3	0	25	43	234	276	1	1	273	6	49	0
